CustomerID,Title,GivenName,MiddleInitial,Surname,CreditCardType,Occupation,Gender,Age,Location,MotorInsurance,MotorValue,MotorType,HealthInsurance,HealthType,HealthDependentsAdults,HealthDependentsKids,TravelInsurance,TravelType
1034,Ms.,Chanelle,V,Burns,Visa,Heating air-conditioning and refrigeration engineer,female,71,Rural,Yes,21554,Bundle,Yes,Level2,1,0,No,
1037,Mrs.,Kiera,S,O'Sullivan,AMEX,,female,20,Urban,No,,,No,,,,Yes,Backpacker
1042,Ms.,Paige,R,Cox,Visa,Marking and identification printing machine operator,female,45,Rural,Yes,11591,Single,Yes,Level3,1,3,No,
1046,Ms.,Sienna,Z,Dean,Visa,Publicity writer,female,52,Urban,Yes,18380,Single,No,,,,No,
1070,Mr.,Aryan,F,Hunter,,Extruding and forming machine operator,male,49,Rural,Yes,10075,Single,Yes,Level1,0,3,No,
1079,Mr.,Ronan,C,Reilly,Visa,,male,72,Rural,Yes,28346,Single,Yes,Level2,0,0,Yes,Senior
1082,Mr.,Kobe,L,Thompson,,Front-end mechanic,male,20,Urban,Yes,30357,Bundle,No,,,,Yes,Standard
1084,Mr.,Luke,L,Spencer,Visa,Tester,male,47,Urban,Yes,15005,Single,Yes,Level2,1,3,No,
1101,Mr.,Harley,A,Kaur,Visa,Merchant marine officer,male,47,Rural,Yes,10847,Single,Yes,Level2,0,3,No,
1106,Mrs.,Brogan,A,Aitken,AMEX,Professional athlete,female,48,Rural,Yes,18233,Single,Yes,Level1,1,2,No,
1107,Mr.,Mohammed,D,Coates,AMEX,,male,19,Rural,Yes,15505,Bundle,Yes,Level1,1,0,Yes,Standard
1113,Mr.,Ajay,G,McKay,,,male,18,Urban,No,,,No,,,,Yes,Backpacker
1120,Mr.,Liam,C,Barnes,AMEX,Engineering geologist,male,18,Rural,Yes,21818,Bundle,Yes,Level1,2,0,Yes,Business
1126,Ms.,Bailey,D,Gordon,AMEX,,female,18,Urban,Yes,5328,Bundle,No,,,,Yes,Backpacker
1131,Mrs.,Karis,L,Muir,AMEX,Camera operator,female,49,Rural,Yes,18790,Single,Yes,Level2,1,3,No,
1134,Mr.,Millar,J,Young,Visa,,male,45,Rural,No,,,Yes,Level2,2,2,No,
1135,Mr.,Dawid,N,Young,AMEX,Shipping clerk,male,48,Urban,Yes,30025,Bundle,Yes,Level2,0,2,No,
1139,Mr.,Ryan,M,Sharpe,,Beauty care specialist,male,47,Rural,Yes,18455,Single,No,,,,Yes,Standard
1142,Mrs.,Emily,S,Grant,AMEX,Quality assurance inspector,female,41,Urban,Yes,41885,Single,No,,,,Yes,Business
1147,Ms.,Rebecca,J,Sanderson,,Press secretary,female,65,Rural,Yes,25673,Single,Yes,Level1,1,0,No,
1158,Mrs.,Felicity,E,Martin,AMEX,Motor coach driver,f,53,Urban,No,,,Yes,Level2,0,2,No,
1166,Ms.,Georgina,A,Ball,AMEX,Sales worker,female,46,Urban,No,,,Yes,Level2,0,2,No,
1169,Ms.,Natasha,K,Lee,AMEX,Ambulatory care nurse,female,61,Urban,Yes,27725,Single,Yes,Level3,1,0,Yes,Senior
1170,Mr.,Ewan,M,Bond,AMEX,Apartment house manager,male,52,Urban,No,,,No,,,,No,
1172,Mrs.,Freya,A,Kelly,Visa,,female,18,Urban,No,,,No,,,,No,
1189,Mr.,Ramsay,M,Aitken,AMEX,,male,44,Urban,Yes,28934,Single,Yes,Level2,1,3,No,
1203,Mr.,Cian,L,Miller,AMEX,Microbiologist,male,45,Rural,Yes,32975,Single,Yes,Level2,1,2,Yes,Business
1207,Mr.,Luka,M,McGregor,AMEX,Tower controller,male,22,Urban,Yes,24658,Bundle,Yes,Level1,0,0,No,
1209,Ms.,Zofia,D,Gibson,Visa,Locker room attendant,female,45,Rural,Yes,11580,Bundle,Yes,Level2,2,2,No,
1214,Mr.,Callum,S,Kirby,,,male,53,Rural,Yes,19569,Single,Yes,Level2,1,2,No,
1217,Mr.,Charlie,D,Hartley,Visa,,male,52,Urban,Yes,33304,Single,No,,,,Yes,Standard
1225,Ms.,Niamh,J,Bentley,Visa,Building superintendent,female,20,Urban,Yes,21541,Bundle,No,,,,No,
1228,Ms.,Sophia,J,Ward,Visa,Account collector,female,19,Urban,Yes,4606,Bundle,No,,,,Yes,Backpacker
1237,Mr.,Owen,M,Simpson,AMEX,Asbestos abatement worker,male,44,Rural,Yes,12583,Single,Yes,Level3,2,2,No,
1238,Ms.,Sophie,N,Taylor,AMEX,Osteopathic doctor,female,72,Rural,Yes,21624,Bundle,Yes,Level3,0,0,No,
1242,Mr.,Julian,K,McIntyre,Visa,Platemaker,male,45,Urban,Yes,38628,Single,Yes,Level2,1,3,Yes,Standard
1243,Ms.,Sylvie,D,Maclean,Visa,Addictions nurse,female,18,Urban,Yes,28121,Single,Yes,Level1,1,0,Yes,Backpacker
1244,Ms.,Eloise,H,Chandler,,Manufacturing optician,female,56,Urban,Yes,33142,Single,Yes,Level3,0,2,No,
1247,Mrs.,Esther,L,Aitken,AMEX,Multiple machine tool tender,female,19,Urban,No,,,Yes,Level1,0,0,No,
1253,Mrs.,Willow,V,Forbes,,Electronic home entertainment equipment installer,female,50,Rural,Yes,11874,Single,Yes,Level2,2,2,Yes,Business
1259,Ms.,Tilly,E,Hardy,,,female,22,Urban,Yes,4789,Bundle,No,,,,No,
1265,Mrs.,Emma,E,Bailey,AMEX,,female,50,Rural,No,,,No,,,,No,
1274,Ms.,Tia,K,McKay,AMEX,Museum technician,female,22,Urban,Yes,5059,Bundle,No,,,,Yes,Premium
1291,Ms.,Lauren,D,Muir,Visa,,female,21,Urban,Yes,5063,Bundle,No,,,,Yes,Backpacker
1302,Mr.,Bailey,O,McMillan,Visa,Teller supervisor,male,20,Urban,Yes,22931,Bundle,No,,,,Yes,Business
1304,Mrs.,Maisie,C,Begum,Visa,Physician assistant,female,24,Urban,Yes,22676,Bundle,No,,,,Yes,Business
1305,Ms.,Eve,S,McLean,AMEX,,female,70,Rural,Yes,17142,Single,Yes,Level2,1,0,Yes,Senior
1309,Mr.,Ramsay,C,White,AMEX,Bill and account collector,male,67,Rural,No,,,Yes,Level2,1,0,Yes,Senior
1313,Mrs.,Katherine,E,Heath,Visa,,female,66,Urban,Yes,25649,Single,Yes,Level1,1,0,Yes,Business
1315,Mr.,Darren,M,White,,Immunology technologist,male,50,Rural,Yes,22913,Single,Yes,Level2,1,2,No,
1317,Mrs.,Ella,Z,Cameron,AMEX,,female,65,Rural,Yes,27562,Bundle,No,,,,Yes,Standard
1319,Mr.,Luca,K,Carter,,,male,48,Urban,Yes,31902,Single,Yes,Level2,1,3,No,
1321,Dr.,Mirrin,A,Mackay,Visa,,female,47,Urban,Yes,33269,Single,Yes,Level2,1,2,Yes,Standard
1322,Ms.,Amelia,R,Willis,AMEX,,female,23,Rural,Yes,25607,Bundle,Yes,Level1,1,0,Yes,Premium
1323,Mrs.,Kayley,G,Simpson,Visa,,female,45,Rural,Yes,30636,Single,Yes,Level3,0,2,Yes,Standard
1324,Mr.,Benjamin,C,McIntosh,Visa,,male,49,Urban,No,,,Yes,Level1,2,3,No,
1325,Ms.,Kiera,T,Henry,,Public relations representative,female,46,Rural,No,,,Yes,Level3,1,2,No,
1331,Mr.,Samuel,M,Briggs,,Sculptor,male,49,Rural,Yes,17580,Single,No,,,,No,
1332,Mrs.,Sky,H,Thompson,AMEX,Airline steward,female,51,Rural,No,,,Yes,Level2,1,2,No,
1342,Mr.,Raymond,C,Murray,Visa,,male,47,Urban,Yes,15831,Single,No,,,,No,
1343,Mr.,Keiren,H,Mackenzie,AMEX,Local truck driver,male,47,Urban,Yes,35215,Single,No,,,,No,
1345,Mr.,Zachary,N,Macdonald,AMEX,,male,49,Urban,Yes,32237,Single,Yes,Level3,1,3,Yes,Standard
1352,Mr.,Farhan,N,Martin,Visa,Condominium association manager,male,42,Urban,Yes,38704,Single,Yes,Level2,1,2,Yes,Premium
1360,Mrs.,Leigha,K,Macleod,AMEX,,female,49,Rural,Yes,12926,Single,Yes,Level2,1,3,No,
1361,Ms.,Sofia,C,Houghton,AMEX,Surgical technician,female,20,Rural,Yes,5063,Single,Yes,Level1,0,0,Yes,Premium
1366,Mr.,Spencer,E,Pollard,Visa,Encoder,male,20,Urban,No,,,No,,,,No,
1369,Mr.,Riley,C,Gibbs,AMEX,PBX repairer,male,50,Urban,Yes,13615,Single,Yes,Level2,1,2,No,
1376,Mrs.,Abby,C,Wood,,Biomedical engineer,female,51,Rural,No,,,Yes,Level1,2,2,No,
1383,Ms.,Ava,T,Savage,,Camp counselor,female,49,Urban,Yes,42767,Bundle,Yes,Level2,0,2,Yes,Business
1387,Ms.,Ava,L,Coles,,Control technician,female,44,Urban,Yes,39767,Bundle,Yes,Level1,1,2,Yes,Business
1396,Mr.,Louie,E,Hunt,Visa,Development specialist,male,51,Rural,Yes,17422,Single,Yes,Level1,1,3,No,
1398,Ms.,Hayden,J,MacDonald,Visa,,female,48,Rural,Yes,11498,Single,Yes,Level2,0,2,No,
1400,Mr.,Cameron,C,Pratt,AMEX,Bricklayer,male,46,Urban,Yes,30826,Bundle,No,,,,Yes,Business
1407,Mrs.,Farrah,R,McGregor,Visa,Appraiser,female,47,Urban,Yes,37294,Bundle,Yes,Level2,1,2,Yes,Business
1426,Ms.,Murron,N,Dickson,AMEX,,female,46,Urban,No,,,Yes,Level3,2,3,Yes,Business
1429,Ms.,Tia,C,Johnston,,,female,21,Urban,Yes,5166,Bundle,No,,,,Yes,Premium
1430,Mr.,Lucas,E,White,Visa,Dietetic technician,male,49,Urban,Yes,37216,Single,Yes,Level2,1,3,Yes,Business
1439,Mr.,Scott,H,Hamilton,Visa,Mobile heavy equipment mechanic,male,24,Urban,Yes,26471,Bundle,No,,,,Yes,Backpacker
1440,Ms.,Eloise,S,Armstrong,AMEX,,female,49,Rural,Yes,16633,Single,Yes,Level2,2,2,No,
1441,Mr.,Drew,F,Grant,AMEX,,male,22,Urban,No,,,No,,,,No,
1449,Mr.,Ali,M,Docherty,,Information architect librarian,male,42,Urban,Yes,40644,Single,Yes,Level2,1,2,Yes,Business
1450,Mr.,Declan,L,Quinn,Visa,,male,51,Rural,Yes,20364,Single,No,,,,Yes,Standard
1453,Ms.,Sienna,M,Cooke,Visa,Locomotive engineer,female,47,Urban,Yes,32005,Single,Yes,Level2,1,3,Yes,Business
1462,Mr.,Grant,A,McMillan,Visa,Operations research analyst,male,46,Urban,Yes,32133,Single,Yes,Level1,2,3,Yes,Premium
1464,Mrs.,Carrie,R,White,AMEX,Bodyguard,f,18,Urban,Yes,24564,Bundle,Yes,Level1,1,0,Yes,Business
1465,Ms.,Juliette,R,Sinclair,AMEX,Technical sales manager,female,52,Urban,Yes,31301,Single,Yes,Level2,0,2,Yes,Standard
1469,Mr.,Billy,I,Clark,AMEX,,male,19,Urban,Yes,5004,Bundle,No,,,,Yes,Backpacker
1471,Mr.,Scott,O,Haynes,Visa,Weather forecaster,male,18,Urban,Yes,320280,Bundle,No,,,,Yes,Backpacker
1474,Mr.,Ben,M,Tomlinson,Visa,Marine oiler,male,49,Urban,No,,,Yes,Level3,1,3,Yes,Business
1476,Mrs.,Alisha,N,Ashton,Visa,,female,45,Urban,No,,,Yes,Level2,1,2,No,
1479,Mr.,Finlay,T,Baker,Visa,,male,46,Urban,Yes,34871,Single,Yes,Level2,0,3,Yes,Premium
1480,Ms.,Ellie,I,Carr,Visa,,female,66,Rural,Yes,22815,Bundle,Yes,Level2,2,0,No,
1490,Mr.,Austin,C,Anderson,,Home care aide,male,48,Rural,Yes,35930,Bundle,Yes,Level1,0,3,Yes,Standard
1492,Ms.,Kelsey,E,McLean,AMEX,,female,49,Urban,Yes,36301,Single,Yes,Level2,2,2,Yes,Business
1495,Mr.,William,A,Smith,Visa,Physicist,male,18,Rural,Yes,25095,Bundle,No,,,,Yes,Backpacker
1497,Mr.,Boyd,A,Young,Visa,Literary interpreter,male,51,Rural,Yes,36953,Single,No,,,,Yes,Standard
1506,Ms.,Samantha,M,Osborne,AMEX,,female,21,Rural,Yes,22169,Bundle,No,,,,Yes,Business
1517,Ms.,Brooke,J,Brown,AMEX,Food technologist,female,41,Urban,No,,,Yes,Level3,1,2,No,
1518,Mrs.,Isobel,A,Bell,,U.S. deputy marshal,female,53,Rural,Yes,17176,Single,Yes,Level3,1,3,No,
1520,Mrs.,Courtney,A,Woodward,Visa,Personnel officer,female,20,Urban,Yes,26268,Bundle,Yes,Level1,0,0,Yes,Business
1523,Ms.,Jodie,R,Stanley,Visa,Member services counselor,female,48,Rural,No,,,Yes,Level2,1,2,No,
1524,Mr.,Toby,K,Bryan,Visa,Manifold binding worker,male,49,Urban,Yes,25412,Single,Yes,Level2,1,2,No,
1528,Mrs.,Gabriela,D,Hill,,Health services manager,female,47,Urban,Yes,34871,Single,No,,,,No,
1537,Mrs.,Elise,B,Hope,Visa,,female,20,Rural,Yes,19622,Bundle,Yes,Level1,1,0,No,
1539,Mr.,Matthew,E,Archer,Visa,Water transportation master,male,45,Urban,Yes,32717,Single,No,,,,Yes,Standard
1541,Mrs.,Beth,X,Watson,Visa,Sociocultural anthropologist,female,45,Urban,Yes,30492,Single,No,,,,No,
1542,Mr.,Joseph,H,Taylor,AMEX,Store detective,male,71,Rural,No,,,Yes,Level3,0,0,Yes,Premium
1543,Mrs.,Erin,K,Watson,AMEX,,female,49,Rural,Yes,10889,Single,Yes,Level2,0,2,No,
1552,Ms.,Poppy,P,Higgins,Visa,X-ray technician,female,66,Urban,No,,,Yes,Level3,0,0,No,
1554,Mr.,Elliott,N,Aitken,AMEX,,male,49,Urban,No,,,Yes,Level3,1,3,Yes,Business
1557,Mrs.,Alexandra,J,Long,,,female,50,Rural,Yes,16009,Single,Yes,Level2,1,2,Yes,Standard
1574,Ms.,Safa,M,Macleod,Visa,Custom inspector,female,23,Urban,No,,,No,,,,No,
1575,Ms.,Eve,E,Griffin,Visa,,female,18,Urban,Yes,5302,Bundle,No,,,,Yes,Backpacker
1582,Mr.,Noah,G,McCarthy,AMEX,,male,53,Urban,Yes,31734,Single,Yes,Level2,1,3,Yes,Standard
1588,Dr.,Leon,K,Knight,,Occupational analyst,male,48,Urban,Yes,30341,Bundle,Yes,Level2,1,3,No,
1590,Mr.,Miller,H,White,AMEX,Commercial and industrial designer,male,51,Rural,Yes,37654,Single,No,,,,Yes,Standard
1594,Mr.,Rudi,A,Ritchie,AMEX,Photographic spotter,male,52,Rural,Yes,12828,Single,Yes,Level2,2,3,Yes,Backpacker
1596,Mr.,Harrison,K,Marshall,AMEX,,male,51,Urban,Yes,32043,Single,Yes,Level2,0,3,No,
1597,Mrs.,Amie,R,Gibson,Visa,Referee,female,19,Urban,Yes,28600,Bundle,No,,,,Yes,Premium
1602,Mrs.,Katie,Z,Stokes,AMEX,Railroad engineer,female,43,Rural,No,,,Yes,Level3,0,3,Yes,Standard
1607,Mrs.,Danielle,H,Frost,Visa,Financial consultant,female,50,Rural,Yes,18659,Single,Yes,Level2,0,2,No,
1614,Mr.,Ruaraidh,E,Docherty,Visa,,male,56,Urban,Yes,14398,Single,No,,,,Yes,Premium
1616,Ms.,Gabriela,G,McIntosh,AMEX,Hazardous materials removal worker,female,46,Rural,No,,,Yes,Level2,2,2,Yes,Business
1618,Mrs.,Eve,R,Kerr,AMEX,Training coordinator,female,51,Rural,Yes,17594,Single,Yes,Level3,1,2,No,
1624,Mr.,Billy,S,Kerr,AMEX,,male,18,Urban,No,,,Yes,Level1,2,0,Yes,Backpacker
1628,Ms.,Cailin,D,Marshall,AMEX,,female,49,Rural,Yes,9880,Single,Yes,Level1,2,2,No,
1629,Ms.,Summer,K,Williamson,Visa,,female,21,Urban,Yes,5144,Bundle,No,,,,No,
1630,Mr.,Rhys,E,Jones,Visa,Employee development manager,male,44,Rural,No,,,Yes,Level2,1,2,Yes,Business
1632,Mrs.,Paige,H,Austin,AMEX,Infusion nurse,female,48,Urban,Yes,27337,Single,Yes,Level3,0,2,Yes,Premium
1637,Mrs.,Morgan,J,Holland,Visa,,female,44,Urban,Yes,28959,Single,No,,,,No,
1638,Ms.,Sinead,P,Thomson,Visa,Textile machine operator,female,40,Urban,Yes,31110,Single,Yes,Level2,1,2,No,
1641,Mr.,Bradley,S,Edwards,,,male,54,Rural,Yes,16057,Single,Yes,Level2,0,2,No,
1644,Mrs.,Paige,A,Parsons,AMEX,,female,47,Urban,Yes,35646,Single,Yes,Level2,1,2,No,
1645,Ms.,Maisy,K,Taylor,Visa,Coder,female,50,Urban,Yes,35207,Single,Yes,Level2,1,3,Yes,Business
1650,Mr.,Spencer,S,Chamberlain,AMEX,,male,47,Urban,Yes,33351,Single,Yes,Level2,1,3,Yes,Business
1653,Mr.,Ronnie,A,Cameron,Visa,,male,68,Rural,Yes,26851,Bundle,Yes,Level3,1,0,Yes,Standard
1654,Mr.,Mateusz,G,Sutherland,AMEX,,male,19,Rural,No,,,No,,,,Yes,Backpacker
1668,Mrs.,Zainab,K,Miller,Visa,,female,49,Urban,Yes,46999,Single,Yes,Level1,1,2,Yes,Standard
1682,Mrs.,Alice,E,Howe,AMEX,,female,43,Urban,Yes,31689,Single,Yes,Level2,2,2,Yes,Standard
1685,Mr.,Hamish,C,Kennedy,Visa,Respiratory care practitioner,male,50,Rural,Yes,17295,Single,Yes,Level3,1,3,No,
1686,Ms.,Kiera,J,McKenzie,Visa,,female,20,Urban,Yes,5220,Bundle,No,,,,No,
1687,Mr.,Michael,J,Kaur,AMEX,,male,48,Urban,Yes,33746,Single,Yes,Level2,0,2,Yes,Standard
1695,Ms.,Sophia,J,Page,Visa,Human resources supervisor,female,20,Urban,No,,,No,,,,Yes,Standard
1698,Mrs.,Kate,J,Lewis,Visa,Purchasing clerk,female,72,Rural,Yes,25113,Single,Yes,Level3,1,0,Yes,Senior
1699,Ms.,Kiera,A,Duncan,,,female,54,Rural,Yes,13229,Bundle,Yes,Level2,2,3,No,
1701,Mr.,Kayden,L,Paterson,AMEX,Merchandise manager,male,51,Rural,Yes,34282,Single,No,,,,Yes,Business
1703,Mrs.,Scarlett,L,Ferguson,AMEX,,female,47,Rural,Yes,13393,Single,Yes,Level2,2,3,No,
1713,Mr.,Zander,L,Fraser,,Staff manager,male,76,Urban,No,,,Yes,Level3,2,0,Yes,Senior
1719,Mr.,Harvey,L,Burrows,AMEX,,male,52,Rural,Yes,15858,Single,Yes,Level2,0,2,Yes,Standard
1728,Mr.,Jacob,T,Kent,Visa,Public relations representative,male,22,Rural,Yes,5180,Bundle,No,,,,Yes,Backpacker
1730,Mrs.,Rachael,T,Watt,AMEX,,female,44,Rural,Yes,30058,Single,Yes,Level2,1,3,Yes,Standard
1734,Ms.,Amelia,J,Lawson,AMEX,,female,20,Urban,Yes,28448,Bundle,Yes,Level3,0,0,Yes,Premium
1736,Ms.,Milly,T,Black,,,female,19,Urban,Yes,23517,Bundle,No,,,,Yes,Backpacker
1745,Mrs.,Eva,R,Bradley,AMEX,,female,19,Urban,Yes,4899,Bundle,No,,,,Yes,Backpacker
1746,Mrs.,Erin,J,Morris,Visa,,female,19,Rural,Yes,24722,Bundle,Yes,Level1,1,0,Yes,Premium
1747,Mr.,Conall,M,Graham,AMEX,Research dietitian,male,48,Urban,Yes,30486,Single,Yes,Level3,1,2,Yes,Business
1748,Mrs.,Naomi,B,Forster,,,female,43,Urban,Yes,8924,Single,No,,,,No,
1759,Mr.,Kieran,M,Preston,AMEX,,male,42,Urban,Yes,33100,Single,Yes,Level3,1,2,No,
1762,Ms.,Stephanie,E,Jamieson,Visa,Livestock farmer,female,54,Rural,Yes,30870,Single,Yes,Level2,1,2,Yes,Backpacker
1766,Mr.,Riley,L,Bishop,AMEX,Fish cleaner,male,70,Urban,Yes,30297,Single,No,,,,Yes,Senior
1768,Mr.,Leon,Z,Evans,Visa,,male,19,Urban,Yes,4827,Bundle,Yes,Level1,0,0,Yes,Backpacker
1770,Mr.,Charlie,T,Hill,,Cost/investment recovery technician,male,50,Rural,Yes,15668,Single,Yes,Level1,1,2,No,
1787,Mr.,Luke,M,Walton,AMEX,General and operations manager,male,44,Rural,Yes,13109,Single,Yes,Level2,0,2,No,
1793,Mr.,Spencer,P,Rahman,Visa,,male,49,Rural,Yes,11721,Single,Yes,Level1,2,3,No,
1796,Mr.,Aidan,L,Law,AMEX,,male,66,Urban,Yes,26423,Single,Yes,Level3,0,0,Yes,Senior
1801,Mr.,Aidan,K,Graham,Visa,Scientific photographer,male,50,Rural,No,,,Yes,Level2,0,2,No,
1805,Mrs.,Francesca,B,Pope,Visa,,female,55,Urban,Yes,38363,Single,Yes,Level2,1,2,Yes,Standard
1810,Ms.,Jade,I,Jones,AMEX,Elevator repairer,female,77,Urban,No,,,Yes,Level1,1,0,Yes,Senior
1812,Mr.,Zach,M,Sinclair,Visa,Mineralogist,male,47,Urban,Yes,36384,Bundle,No,,,,Yes,Premium
1814,Mr.,Luka,A,Ritchie,AMEX,Intructional coordinator,male,23,Urban,Yes,25374,Bundle,No,,,,Yes,Business
1818,Ms.,Ruth,J,Johnstone,AMEX,Midwife,female,43,Rural,Yes,41803,Single,No,,,,No,
1828,Ms.,Elizabeth,H,Owens,AMEX,,female,52,Urban,Yes,34455,Single,Yes,Level1,0,2,Yes,Business
1844,Dr.,Ellis,A,Moore,Visa,,male,18,Urban,Yes,27327,Bundle,No,,,,Yes,Business
1855,Mr.,Bryan,M,Moore,AMEX,Podiatric doctor,male,64,Urban,Yes,28278,Single,Yes,Level3,1,0,No,
1856,Mr.,Reece,C,Barrett,AMEX,Recruiting manager,male,47,Rural,Yes,17032,Single,Yes,Level1,2,2,No,
1862,Mrs.,Tia,E,Peters,AMEX,Histology technician,female,49,Rural,Yes,10064,Single,Yes,Level2,1,2,No,
1864,Mr.,Neil,F,Shaw,,Barber,male,50,Urban,Yes,14719,Single,No,,,,No,
1866,Mrs.,Freya,L,Sanders,AMEX,Macromolecular chemist,female,52,Rural,Yes,18018,Single,No,,,,No,
1884,Mrs.,Maisy,T,Dickson,,Highway patrol officer,female,50,Rural,No,,,Yes,Level1,1,2,Yes,Business
1888,Mr.,Spencer,C,Spencer,,Museum director,male,47,Urban,Yes,32508,Single,Yes,Level2,1,2,Yes,Premium
1895,Mr.,Cailean,J,Alexander,Visa,Internet developer,male,20,Urban,Yes,20176,Bundle,Yes,Level1,0,0,Yes,Premium
1897,Mrs.,Ellie,K,Graham,Visa,Biochemist,female,49,Urban,No,,,No,,,,Yes,Premium
1898,Ms.,Casey,R,Cunningham,Visa,Data entry worker,female,46,Urban,Yes,30931,Single,Yes,Level3,1,3,Yes,Business
1902,Mrs.,Demi,O,Millar,,,female,50,Urban,Yes,30327,Single,Yes,Level2,0,2,Yes,Business
1905,Mr.,Tom,I,Perkins,Visa,Water resources engineer,male,46,Urban,No,,,No,,,,Yes,Premium
1906,Mr.,Elijah,L,Ferguson,,,male,46,Rural,No,,,Yes,Level3,2,2,Yes,Senior
1919,Mr.,Wiktor,L,Gray,AMEX,,male,47,Urban,Yes,38510,Single,Yes,Level1,1,2,No,
1925,Ms.,Lara,P,Morgan,Visa,,female,46,Urban,Yes,27569,Bundle,Yes,Level2,1,3,Yes,Premium
1927,Ms.,Sky,J,Crawford,AMEX,,female,46,Rural,Yes,14405,Single,Yes,Level1,2,3,No,
1930,Ms.,Bailey,M,Cunningham,AMEX,Homemaker,female,47,Urban,Yes,38518,Single,No,,,,Yes,Backpacker
1931,Mrs.,Maisie,H,Murphy,,,female,47,Urban,Yes,34634,Single,Yes,Level1,2,2,No,
1932,Mr.,Murdo,H,Wright,AMEX,,male,66,Urban,Yes,27764,Bundle,Yes,Level1,1,0,No,
1940,Mr.,Casey,K,Reilly,Visa,Furnace kiln oven drier and kettle operator,male,50,Rural,Yes,10277,Single,No,,,,No,
1949,Mrs.,Maya,N,Lee,Visa,,female,23,Urban,Yes,5183,Bundle,No,,,,Yes,Backpacker
1950,Mr.,Kody,M,Mackenzie,AMEX,Surgical technologist,male,46,Rural,Yes,13821,Single,No,,,,No,
1964,Mr.,Louis,A,Wilkinson,Visa,Payroll clerk,male,54,Urban,Yes,33932,Single,Yes,Level1,0,2,Yes,Premium
1966,Mrs.,Abby,R,Heath,Visa,Refractory mason,female,51,Urban,No,,,No,,,,Yes,Backpacker
1969,Mr.,Bradley,A,Carroll,Visa,,male,44,Urban,Yes,37346,Single,Yes,Level1,1,2,No,
1975,Mr.,Declan,C,Leonard,AMEX,System operator,male,18,Urban,Yes,5023,Bundle,No,,,,No,
1985,Mr.,Oscar,A,Hanson,Visa,Administrative worker supervisor,male,48,Urban,Yes,37440,Single,No,,,,Yes,Business
1990,Ms.,Leena,R,Johnstone,,Cargo and freight agent,female,18,Rural,No,,,Yes,Level1,0,0,Yes,Backpacker
1991,Mrs.,Amber,J,Wood,AMEX,Public health dietitian,female,22,Urban,Yes,27084,Bundle,No,,,,Yes,Premium
1993,Mrs.,Catherine,H,Ross,AMEX,Public adjuster,female,47,Rural,Yes,28640,Single,Yes,Level2,1,2,No,
1996,Mr.,Rhys,H,Leonard,AMEX,,male,69,Rural,Yes,33066,Single,No,,,,Yes,Premium
1998,Mr.,Marley,A,McKenzie,Visa,Convention planner,male,19,Urban,Yes,25330,Single,No,,,,Yes,Business
2002,Mr.,Aidan,E,Hunt,AMEX,,male,44,Rural,Yes,31078,Single,No,,,,Yes,Standard
2003,Mr.,Joel,L,Webb,,Electronic technician,male,52,Rural,Yes,15409,Bundle,No,,,,No,
2016,Mr.,Lucas,N,Kerr,,,male,65,Urban,No,,,Yes,Level3,1,0,No,
2019,Mr.,Ronnie,K,Hunter,AMEX,Help-desk technician,male,49,Urban,Yes,14725,Single,No,,,,No,
2025,Ms.,Holly,A,Tyler,Visa,Sales clerk,female,50,Rural,Yes,17153,Single,No,,,,Yes,Business
2026,Mr.,Alexander,H,Howe,Visa,Family therapist,male,24,Urban,Yes,5252,Bundle,No,,,,Yes,Premium
2028,Ms.,Charli,F,King,AMEX,Molder,female,47,Rural,Yes,11815,Single,No,,,,Yes,Premium
2029,Mr.,Antony,R,Christie,AMEX,Local controller,male,76,Rural,No,,,Yes,Level2,1,0,No,
2031,Mrs.,Sophie,M,Hudson,AMEX,Chief operating officer,female,48,Urban,Yes,30958,Single,Yes,Level2,1,2,Yes,Premium
2034,Mr.,Lachlan,L,Shaw,AMEX,,male,46,Urban,Yes,32044,Single,No,,,,Yes,Premium
2037,Ms.,Erin,J,Holden,AMEX,Accounting clerk,female,46,Urban,Yes,32733,Single,Yes,Level3,1,2,No,
2055,Mr.,Bruno,K,Fraser,Visa,Life skill counselor,male,44,Urban,Yes,32687,Single,Yes,Level3,0,2,No,
2058,Mrs.,Tilly,D,Lees,AMEX,,female,64,Rural,Yes,31428,Single,Yes,Level3,1,0,Yes,Senior
2059,Mrs.,Miriam,E,McIntyre,,,female,48,Rural,Yes,32389,Bundle,Yes,Level2,1,2,Yes,Business
2065,Ms.,Eloise,S,Naylor,Visa,,female,49,Urban,Yes,12435,Single,Yes,Level1,1,3,Yes,Business
2070,Ms.,Maya,G,Baldwin,Visa,Amusement machine repairer,female,18,Urban,No,,,No,,,,Yes,Premium
2071,Mrs.,Anna,K,Craig,AMEX,Choke setter,female,18,Urban,Yes,5130,Bundle,No,,,,No,
2073,Dr.,Leon,I,Douglas,AMEX,,male,60,Urban,No,,,Yes,Level3,1,0,No,
2079,Mr.,Muhammad,C,Berry,Visa,,male,49,Rural,Yes,15945,Single,Yes,Level2,1,2,Yes,Standard
2090,Mr.,Kai,I,Cartwright,Visa,Slaughterer,male,61,Rural,Yes,20814,Single,Yes,Level2,1,0,Yes,Senior
2094,Mrs.,Chelsea,T,Akhtar,Visa,,female,53,Urban,Yes,15716,Single,No,,,,No,
