CustomerID,Title,GivenName,MiddleInitial,Surname,CreditCardType,Occupation,Gender,Age,Location,MotorInsurance,MotorValue,MotorType,HealthInsurance,HealthType,HealthDependentsAdults,HealthDependentsKids,TravelInsurance,TravelType,PrefChannel
784,Mrs.,Melissa,L,Clarke,,Catering manager,female,22,Rural,Yes,27893,Single,Yes,Level1,0,0,Yes,Business,Email
787,Mr.,Ruairi,R,Clark,Visa,College counselor,male,18,Urban,Yes,24007,Single,No,,,,Yes,Business,Email
788,Mr.,Oliver,K,Ferguson,AMEX,,male,46,Urban,Yes,31842,Single,Yes,Level2,1,3,Yes,Business,Email
789,Ms.,Kiera,B,Fraser,AMEX,Personnel officer,female,48,Rural,Yes,13926,Single,Yes,Level2,1,3,Yes,Standard,Phone
790,Ms.,Myla,S,Douglas,Visa,,female,51,Rural,Yes,13525,Single,Yes,Level2,1,2,No,,Phone
791,Mr.,Ryan,L,Warner,,Refractory mason,male,46,Urban,Yes,35526,Single,No,,,,Yes,Standard,Email
793,Ms.,Sophie,Z,Burke,Visa,,female,53,Urban,Yes,11741,Single,Yes,Level3,1,2,No,,SMS
794,Mrs.,Fatima,M,Mackenzie,Visa,Physical geographer,female,47,Rural,Yes,13041,Single,Yes,Level2,1,2,No,,Phone
795,Mrs.,Maia,T,Millar,AMEX,Model,female,44,Urban,Yes,30781,Single,Yes,Level1,1,2,Yes,Business,Email
796,Mr.,Isaac,I,Peacock,AMEX,,male,42,Urban,Yes,39435,Single,No,,,,No,,Email
797,Mr.,Harry,L,Elliott,AMEX,,male,45,Rural,No,,,No,,,,No,,SMS
798,Mrs.,Freya,J,Hill,,Applied mathematician,female,42,Urban,Yes,37717,Single,Yes,Level2,0,2,No,,Email
799,Ms.,Myley,M,Hamilton,AMEX,Geological engineer,female,48,Urban,Yes,35864,Single,Yes,Level2,0,3,No,,Email
802,Ms.,Evie,O,Howells,AMEX,,female,20,Urban,Yes,5456,Bundle,No,,,,No,,Email
803,Mr.,Kian,D,Fowler,Visa,Abstractor,male,50,Rural,Yes,10278,Single,Yes,Level2,1,2,No,,Phone
807,Mr.,Eshan,S,Hamilton,Visa,,male,19,Urban,No,,,No,,,,Yes,Backpacker,SMS
808,Ms.,Cora,E,McDonald,AMEX,Hand sewer,female,50,Rural,No,,,Yes,Level2,2,2,Yes,Standard,Phone
809,Mr.,Luke,A,Robson,AMEX,,male,58,Rural,Yes,15332,Single,Yes,Level2,1,3,No,,Phone
810,Ms.,Addison,Z,Fleming,,Optical mechanic,female,67,Rural,No,,,Yes,Level2,1,0,No,,Phone
811,Mrs.,Laura,S,Marshall,AMEX,,female,52,Urban,Yes,33354,Single,Yes,Level1,1,3,No,,Email
812,Mr.,Mateusz,C,Allan,AMEX,Author,male,41,Urban,Yes,33176,Single,Yes,Level3,1,2,Yes,Premium,Email
813,Ms.,Macey,A,McKay,,Composing machine tender,female,18,Rural,Yes,4918,Bundle,No,,,,Yes,Backpacker,Email
815,Mr.,Ruaraidh,T,Davidson,AMEX,,male,18,Urban,Yes,5433,Bundle,No,,,,Yes,Backpacker,Email
816,Mr.,Innes,A,Gray,AMEX,,male,45,Urban,Yes,28669,Single,Yes,Level3,1,3,Yes,Business,Email
817,Mr.,Patrick,F,Waters,Visa,Private investigator,male,44,Rural,No,,,Yes,Level2,1,2,No,,Phone
819,Mr.,Callan,K,Dickson,Visa,Control technician,male,51,Urban,Yes,13703,Single,Yes,Level1,2,2,No,,Phone
820,Mrs.,Lauren,S,Graham,AMEX,Systems architect,female,18,Rural,Yes,5191,Bundle,No,,,,Yes,Backpacker,SMS
822,Mr.,Alex,M,Elliott,AMEX,,male,45,Rural,Yes,16392,Single,Yes,Level1,1,2,No,,Phone
823,Mr.,Miles,M,Jamieson,Visa,Behavioral disorder counselor,male,50,Rural,Yes,10629,Single,Yes,Level2,1,2,No,,Email
824,Mr.,David,S,Butler,Visa,Operations director,male,18,Urban,Yes,22267,Bundle,Yes,Level2,0,0,No,,Email
825,Ms.,Jennifer,D,Noble,AMEX,,female,51,Rural,Yes,11354,Single,Yes,Level2,2,2,No,,Phone
826,Ms.,Kiera,F,Fleming,AMEX,Caulker,female,19,Urban,No,,,No,,,,Yes,Backpacker,SMS
827,Mrs.,Chloe,O,Bailey,AMEX,,female,18,Urban,Yes,5029,Single,No,,,,No,,Email
829,Mr.,Ellis,E,Brennan,AMEX,Sound mixer,male,18,Urban,Yes,4500,Bundle,No,,,,Yes,Premium,Email
830,Mr.,Johnny,K,Mackay,Visa,U.S. deputy marshal,male,46,Urban,Yes,33843,Single,No,,,,Yes,Standard,Phone
831,Mr.,Victor,L,Milne,,,male,48,Rural,Yes,17129,Single,Yes,Level2,1,3,No,,Phone
832,Mr.,Charlie,N,Hurst,AMEX,,male,18,Rural,Yes,24761,Bundle,Yes,Level1,0,0,No,,Email
833,Mr.,Toby,G,Ashton,Visa,Engraver set-up operator,male,22,Urban,Yes,24275,Bundle,No,,,,Yes,Backpacker,Phone
834,Ms.,Rhea,A,Hay,AMEX,,female,48,Urban,Yes,36381,Single,Yes,Level1,1,2,No,,SMS
835,Mr.,Luca,M,Boyle,AMEX,,male,42,Urban,Yes,35364,Single,No,,,,No,,Email
836,Mr.,Cailean,D,Findlay,Visa,HIV/AIDS nurse,male,20,Rural,Yes,27734,Single,Yes,Level1,0,0,Yes,Premium,Email
837,Mr.,Elliot,M,Wells,Visa,Oxy-gas cutter,male,20,Urban,Yes,26908,Single,No,,,,Yes,Premium,Email
838,Mrs.,Shannon,T,Shepherd,AMEX,Credit manager,female,50,Rural,Yes,13098,Single,Yes,Level3,0,2,No,,Phone
840,Dr.,Ethan,M,Maclean,AMEX,,male,71,Rural,Yes,23352,Single,Yes,Level2,1,0,Yes,Senior,Phone
841,Mrs.,Lilly,J,Steele,AMEX,,female,70,Rural,Yes,26769,Single,Yes,Level3,0,0,Yes,Senior,Phone
842,Mr.,Alexander,H,Edwards,AMEX,Risk manager,male,48,Urban,No,,,Yes,Level2,1,3,Yes,Business,Email
843,Mr.,Samuel,N,Doyle,Visa,,male,50,Rural,Yes,14146,Single,Yes,Level3,1,3,No,,Phone
844,Mr.,Kian,I,Lowe,Visa,Hairstylist,male,66,Urban,Yes,30518,Single,Yes,Level3,0,0,No,,Phone
846,Mr.,Ross,A,Gibson,Visa,Purchasing director,male,47,Urban,Yes,36597,Single,Yes,Level3,0,3,Yes,Standard,SMS
848,Mr.,Maksymilian,D,McLean,Visa,,male,72,Rural,Yes,20139,Single,No,,,,Yes,Senior,Phone
849,Mr.,Xavier,R,Shaw,Visa,ENG operator,male,56,Rural,Yes,16972,Single,Yes,Level1,0,2,Yes,Standard,Phone
850,Ms.,Alexandra,D,Williamson,Visa,Computer forensic investigator,female,22,Rural,No,,,No,,,,No,,Phone
851,Mr.,Krystian,J,Shaw,AMEX,Water transportation master,male,48,Urban,No,,,Yes,Level2,1,2,No,,Email
852,Ms.,Murron,A,Robertson,AMEX,Office and administrative support worker supervisor,female,20,Urban,Yes,5080,Bundle,No,,,,Yes,Backpacker,SMS
853,Mrs.,Abby,T,Davidson,AMEX,Choreographer,female,48,Rural,No,,,Yes,Level2,2,3,Yes,Business,Phone
854,Mr.,Ethan,M,Hammond,Visa,,male,45,Urban,No,,,Yes,Level3,0,3,Yes,Premium,SMS
855,Ms.,Danielle,E,Owens,AMEX,Family child care provider,female,46,Urban,Yes,10177,Single,Yes,Level2,0,2,No,,Phone
856,Mr.,Philip,H,Wright,AMEX,Messenger,male,44,Urban,Yes,33028,Single,Yes,Level3,0,2,Yes,Premium,Email
858,Mrs.,Alicja,R,Kelly,AMEX,Physical metallurgical engineer,female,62,Urban,Yes,30560,Bundle,Yes,Level3,0,0,Yes,Senior,Phone
859,Ms.,Myley,M,Walker,Visa,Municipal court judge,female,44,Urban,Yes,36221,Single,Yes,Level3,2,2,No,,Email
860,Ms.,Cara,L,Shaw,AMEX,,female,71,Rural,No,,,Yes,Level3,1,0,Yes,Standard,Phone
861,Mr.,Owen,Y,Storey,Visa,,male,50,Rural,Yes,7904,Single,Yes,Level2,1,3,No,,Email
862,Mrs.,Hannah,B,Goddard,,Pamphlet binding worker,female,18,Urban,Yes,4755,Bundle,No,,,,Yes,Premium,SMS
863,Mr.,Armaan,B,Johnstone,Visa,Employee welfare manager,male,47,Rural,Yes,35508,Bundle,Yes,Level2,1,3,No,,Email
864,Mr.,Samuel,A,Ford,Visa,,male,43,Rural,Yes,33075,Single,No,,,,Yes,Standard,SMS
865,Ms.,Arwen,R,McMillan,AMEX,,female,70,Rural,Yes,27360,Single,No,,,,Yes,Business,Phone
866,Mrs.,Kate,F,Kirby,Visa,,female,21,Rural,Yes,27703,Bundle,No,,,,No,,Email
867,Mr.,Arlo,N,Douglas,Visa,,male,19,Urban,Yes,31847,Bundle,No,,,,Yes,Business,Email
868,Dr.,Eva,B,Knowles,AMEX,Loan closer,female,49,Rural,Yes,11273,Single,Yes,Level2,1,2,No,,Phone
869,Ms.,Chelsey,H,Maclean,Visa,Employee placement specialist,female,48,Rural,Yes,13848,Single,No,,,,No,,SMS
870,Mr.,Jonathan,D,Sims,Visa,,male,44,Rural,Yes,14232,Single,Yes,Level2,2,2,No,,Phone
871,Mr.,Zachary,M,Shah,AMEX,,male,45,Rural,Yes,20432,Single,No,,,,No,,Phone
872,Mr.,Bartosz,A,Fraser,,Financial clerk,male,45,Urban,Yes,34478,Single,No,,,,No,,Email
873,Mr.,Louie,A,Kerr,AMEX,Health care executive,male,21,Urban,Yes,4887,Bundle,No,,,,Yes,Backpacker,SMS
875,Mr.,Thomas,K,Bell,Visa,,male,48,Rural,Yes,39255,Bundle,No,,,,Yes,Business,Phone
876,Mr.,Lochlan,A,Walker,Visa,,male,20,Urban,Yes,5124,Bundle,No,,,,Yes,Backpacker,Email
877,Ms.,Lola,D,Banks,,,female,22,Rural,Yes,19842,Bundle,No,,,,Yes,Premium,Email
879,Ms.,Jennifer,E,Nash,AMEX,,female,50,Urban,Yes,36479,Single,Yes,Level2,0,3,Yes,Business,Email
880,Mrs.,Jade,A,Hale,AMEX,,female,21,Rural,Yes,27278,Bundle,Yes,Level1,0,0,Yes,Business,Email
881,Mrs.,Hana,E,Campbell,Visa,Respiratory nurse,female,18,Urban,Yes,5058,Bundle,No,,,,Yes,Backpacker,Email
882,Mr.,Sam,C,Sanderson,,Typographer,male,23,Rural,Yes,19543,Single,No,,,,Yes,Standard,Email
884,Mr.,Craig,V,Christie,AMEX,Plate finisher,male,20,Rural,Yes,20140,Single,Yes,Level2,0,0,Yes,Business,Email
885,Mr.,Zachary,H,Henderson,Visa,Tool grinder,male,48,Rural,Yes,15131,Single,Yes,Level2,1,3,No,,Phone
886,Mr.,Peter,C,Clark,AMEX,,male,49,Urban,Yes,38264,Single,No,,,,Yes,Standard,Email
887,Mrs.,Honey,C,Ross,AMEX,,female,21,Urban,Yes,23277,Single,Yes,Level3,1,0,No,,Email
888,Mr.,Louis,R,Rowley,AMEX,Crushing grinding and polishing machine tender,male,18,Urban,Yes,5004,Bundle,Yes,Level3,0,0,Yes,Backpacker,Email
889,Mrs.,Maddison,J,Giles,AMEX,,female,42,Urban,Yes,35207,Single,Yes,Level2,1,2,No,,SMS
890,Mr.,Dylan,J,Allen,AMEX,Documentation specialist,male,19,Urban,Yes,4847,Bundle,No,,,,Yes,Standard,Phone
892,Mr.,Reece,T,Rowley,,,male,45,Rural,Yes,14463,Single,No,,,,Yes,Standard,Phone
893,Mrs.,Rachel,M,Thompson,Visa,,female,65,Rural,Yes,30943,Single,Yes,Level2,2,0,No,,P
894,Mr.,Oskar,A,Gray,Visa,,male,51,Rural,Yes,17049,Single,Yes,Level2,1,3,No,,Email
897,Mr.,Isaac,E,Bowen,Visa,,male,18,Urban,Yes,4731,Bundle,No,,,,Yes,Premium,Email
898,Mr.,Haris,F,Ritchie,,Personal chef,male,46,Urban,Yes,25628,Single,Yes,Level3,1,2,No,,Email
899,Ms.,Maya,M,Mackay,AMEX,,female,22,Urban,No,,,No,,,,Yes,Premium,Email
901,Ms.,Amelie,E,Hooper,,Forest conservation and logging worker,female,48,Urban,Yes,32593,Single,Yes,Level2,2,3,Yes,Premium,Email
902,Mr.,Harry,M,Holland,Visa,Abstractor,male,49,Rural,Yes,21292,Single,Yes,Level2,1,3,No,,Phone
903,Ms.,Elise,O,Hale,Visa,,female,19,Urban,Yes,19419,Bundle,No,,,,Yes,Business,Email
904,Mrs.,Mia,J,Fry,,Dance captain,female,19,Urban,Yes,5074,Bundle,No,,,,Yes,Business,SMS
905,Mr.,Cormac,C,Donaldson,,Footwear and accessory designer,male,42,Urban,Yes,37265,Single,Yes,Level2,1,2,Yes,Business,Email
906,Mrs.,Victoria,F,Donnelly,Visa,Stratigrapher,female,18,Urban,No,,,Yes,Level1,0,0,No,,Email
907,Mr.,Alfie,N,McMillan,,Telecommunications line installer,male,51,Rural,Yes,12371,Single,No,,,,No,,Phone
908,Ms.,Mia,S,John,,Spray machine operator,female,21,Rural,No,,,No,,,,Yes,Backpacker,Email
909,Mr.,Ashton,M,Smith,Visa,Education and training manager,male,46,Urban,Yes,34018,Single,Yes,Level2,0,2,No,,Email
910,Mr.,Liam,C,Roberts,,,male,51,Urban,Yes,37098,Single,Yes,Level3,0,3,Yes,Backpacker,Email
912,Mr.,Robin,A,Hamilton,AMEX,Radiologist,male,52,Urban,No,,,No,,,,No,,Email
913,Mr.,Dylan,D,Collier,,Superintendent,male,20,Urban,Yes,5188,Bundle,No,,,,Yes,Backpacker,SMS
915,Mrs.,Danielle,D,Burns,AMEX,,female,47,Urban,Yes,23878,Single,No,,,,No,,Phone
916,Mr.,Scott,F,Hamilton,AMEX,Service technician,male,48,Rural,Yes,31147,Single,No,,,,Yes,Standard,Email
917,Ms.,Brooke,Z,Barry,Visa,Ground controller,female,44,Urban,Yes,32841,Single,Yes,Level3,1,3,No,,Email
919,Mr.,Robert,A,Hilton,AMEX,Terminal controller,male,51,Rural,No,,,Yes,Level2,1,2,Yes,Business,Email
921,Mr.,Toby,P,Howarth,AMEX,Psychiatric nursing assistant,male,20,Urban,No,,,Yes,Level1,1,0,Yes,Business,Email
922,Mr.,Toby,G,Higgins,Visa,Milling and planing machine operator,male,19,Rural,Yes,32455,Bundle,No,,,,No,,Email
923,Dr.,Luca,N,Kemp,AMEX,Professional scout,male,18,Urban,Yes,4929,Bundle,No,,,,Yes,Premium,Email
924,Mr.,Jay,L,Doherty,,,male,51,Rural,Yes,14261,Single,No,,,,No,,Email
926,Mr.,Spencer,E,Mann,Visa,Marketing manager,male,52,Rural,Yes,18534,Single,Yes,Level2,0,3,No,,Email
927,Mrs.,Myley,T,Johnstone,AMEX,Real estate broker,female,49,Urban,Yes,37801,Single,Yes,Level3,1,3,Yes,Premium,Phone
928,Mr.,Declan,H,Parsons,AMEX,Emergency physician,male,44,Urban,Yes,27181,Bundle,Yes,Level2,0,2,Yes,Business,Email
929,Ms.,Violet,S,McIntyre,Visa,Assistant property manager,female,54,Urban,Yes,14217,Bundle,Yes,Level1,0,3,No,,Phone
930,Ms.,Poppy,J,Thomson,,Life Guard,female,68,Rural,No,,,Yes,Level3,1,0,Yes,Senior,Email
931,Mrs.,Maddison,H,Dickson,,Applications programmer,female,67,Rural,Yes,31683,Single,Yes,Level3,0,0,Yes,Senior,Phone
932,Mr.,Quinn,S,Young,Visa,,male,18,Urban,Yes,28002,Single,No,,,,Yes,Backpacker,Phone
933,Mr.,Mohammad,A,Freeman,Visa,,male,23,Urban,No,,,No,,,,Yes,Backpacker,SMS
934,Mr.,Cain,D,Sinclair,AMEX,Motion picture projectionist,male,21,Urban,Yes,4758,Bundle,No,,,,Yes,Premium,Email
935,Ms.,Kirstie,C,Crawford,Visa,,female,45,Urban,Yes,35687,Single,Yes,Level2,0,2,No,,Email
936,Ms.,Emma,C,McDonald,Visa,,female,40,Rural,No,,,Yes,Level2,2,3,No,,Phone
937,Ms.,Calleigh,M,Douglas,Visa,,female,67,Rural,No,,,Yes,Level2,0,0,No,,Phone
938,Mr.,Gabriel,H,King,Visa,,male,46,Rural,Yes,13620,Single,Yes,Level2,0,2,No,,Phone
939,Mr.,Harrison,Y,Brown,Visa,Private household cook,male,60,Rural,Yes,22096,Single,Yes,Level3,1,0,Yes,Standard,Phone
940,Mr.,Oscar,A,Campbell,AMEX,Community health educator,male,53,Rural,Yes,18076,Single,Yes,Level1,1,3,No,,Phone
941,Mr.,Aydin,C,Mackenzie,AMEX,Radiographer,male,54,Rural,Yes,31193,Single,Yes,Level2,1,2,Yes,Premium,Email
942,Ms.,Scarlett,C,Wood,Visa,Computer applications software engineer,female,23,Urban,Yes,4924,Bundle,No,,,,Yes,Backpacker,SMS
943,Mr.,Lauchlan,E,Hill,,,male,49,Urban,Yes,36724,Single,No,,,,Yes,Standard,Phone
944,Mr.,Connor,E,Bishop,Visa,Poultry cutter,male,50,Urban,Yes,13986,Single,Yes,Level1,0,2,No,,Phone
945,Mr.,Aden,L,Morrison,Visa,,male,44,Urban,Yes,33123,Single,No,,,,Yes,Standard,Email
946,Mr.,Jayden,B,Slater,Visa,,male,47,Urban,No,,,Yes,Level1,1,2,No,,Phone
947,Mr.,Gordon,S,Sinclair,Visa,,male,20,Rural,No,,,Yes,Level1,0,0,Yes,Standard,SMS
948,Mr.,Edward,E,Fox,Visa,,male,18,Urban,No,,,No,,,,Yes,Premium,Phone
950,Ms.,Morgan,L,Hunter,Visa,,female,43,Urban,Yes,36641,Single,Yes,Level3,1,3,Yes,Premium,Email
951,Mrs.,Eva,J,Wood,AMEX,,female,48,Rural,No,,,Yes,Level3,0,3,Yes,Business,SMS
952,Mrs.,Maria,C,Ferguson,Visa,,female,20,Rural,No,,,No,,,,Yes,Standard,Email
953,Mrs.,Jennifer,S,Allan,AMEX,Relay technician,female,45,Urban,Yes,41865,Single,Yes,Level2,1,3,No,,Email
954,Mrs.,Demi-lee,B,McGregor,AMEX,Political analyst,female,44,Urban,Yes,37346,Single,No,,,,No,,Phone
955,Mrs.,Teigan,L,Miller,,,female,44,Urban,Yes,36388,Single,Yes,Level2,0,2,Yes,Business,Phone
956,Ms.,Sophie,A,Tomlinson,AMEX,Image consultant,female,46,Urban,No,,,No,,,,Yes,Backpacker,Email
957,Mr.,Marc,A,Russell,AMEX,Demographer,male,52,Rural,Yes,17196,Single,Yes,Level3,0,2,No,,Phone
958,Mr.,Cailean,P,Wilson,AMEX,,male,20,Urban,Yes,35508,Bundle,Yes,Level1,0,0,Yes,Business,Email
959,Mr.,Joel,S,Powell,AMEX,,male,24,Urban,Yes,5173,Bundle,No,,,,No,,SMS
960,Ms.,Imogen,L,Russell,AMEX,,female,20,Urban,Yes,5003,Bundle,No,,,,No,,SMS
961,Mr.,Bradley,G,Walker,AMEX,Pretrial services officer,male,46,Rural,Yes,10940,Single,Yes,Level2,2,2,No,,Phone
962,Mr.,Zachary,G,Crawford,Visa,Apparel worker,male,47,Urban,Yes,15020,Single,Yes,Level3,0,2,No,,Phone
963,Mrs.,Alisha,J,Wallace,Visa,,female,19,Urban,Yes,5306,Bundle,No,,,,No,,SMS
964,Mrs.,Ellis,E,Watt,AMEX,Cooling and freezing equipment operator,female,49,Rural,Yes,17511,Single,No,,,,Yes,Standard,Email
965,Mrs.,Ruby,J,Collins,,,female,18,Rural,Yes,31486,Single,Yes,Level2,1,0,Yes,Premium,Email
966,Mrs.,Islay,A,Reilly,,,female,18,Rural,Yes,4642,Single,No,,,,Yes,Backpacker,Email
967,Ms.,Daisy,F,Wheeler,Visa,Life Guard,female,46,Urban,Yes,29846,Single,No,,,,No,,Email
968,Ms.,Alice,J,Fletcher,AMEX,Vending machine repairer,female,42,Rural,Yes,34369,Single,Yes,Level1,1,2,Yes,Business,Phone
969,Mr.,Kian,M,Parkin,,Business support assistant,male,48,Urban,Yes,32948,Single,No,,,,Yes,Standard,Email
970,Mr.,Hugh,A,Dickson,AMEX,Admissions officer,male,51,Rural,Yes,17184,Single,No,,,,Yes,Standard,Phone
971,Ms.,Laura,J,Fletcher,,Human resources administrative assistant,female,20,Rural,Yes,24016,Bundle,No,,,,Yes,Standard,Email
972,Mr.,Charlie,E,Manning,AMEX,,male,68,Urban,Yes,26085,Single,Yes,Level2,0,0,No,,Email
973,Ms.,Kyla,G,Findlay,,,female,49,Urban,Yes,39261,Single,Yes,Level3,1,2,Yes,Business,Email
974,Ms.,Tia,C,Walker,Visa,Plant custodian,female,20,Rural,Yes,22467,Bundle,Yes,Level1,1,0,Yes,Premium,Email
976,Mr.,Carter,H,Hughes,,,male,51,Rural,Yes,30070,Bundle,Yes,Level2,0,2,Yes,Business,Email
977,Mrs.,Kiera,D,Coles,AMEX,CART provider,female,23,Rural,Yes,21442,Bundle,Yes,Level2,1,0,Yes,Business,SMS
979,Mr.,Scott,A,Welch,,,male,21,Rural,Yes,30355,Bundle,No,,,,Yes,Business,Email
980,Mr.,Robert,F,Wall,AMEX,,male,18,Rural,Yes,22484,Bundle,No,,,,Yes,Business,Email
982,Ms.,Ava,C,Gordon,AMEX,,female,48,Rural,Yes,12643,Single,No,,,,No,,Phone
983,Mr.,Dominic,T,Wilson,AMEX,,male,19,Rural,Yes,25539,Bundle,Yes,Level1,0,0,Yes,Backpacker,SMS
984,Mr.,Taylor,T,Houghton,Visa,Cabinetmaker,male,23,Urban,Yes,13432,Single,No,,,,Yes,Business,Email
985,Mr.,Tomasz,R,Stewart,Visa,,male,76,Urban,Yes,31254,Single,Yes,Level3,2,0,Yes,Standard,Email
986,Mrs.,Brianna,P,Ferguson,AMEX,State trooper,female,47,Rural,Yes,32535,Single,No,,,,No,,Email
987,Dr.,Cory,N,Ferguson,Visa,Operations research analyst,male,67,Urban,No,,,Yes,Level2,1,0,Yes,Senior,Phone
990,Mrs.,Gracie,B,Stanley,,Social and community service manager,female,50,Rural,No,,,Yes,Level2,0,2,Yes,Premium,Phone
991,Mrs.,Fallon,L,Morrison,Visa,,female,47,Urban,Yes,42117,Single,Yes,Level3,2,2,Yes,Business,Email
994,Mrs.,Florence,L,Hay,AMEX,Highway patrol officer,female,47,Rural,Yes,19676,Single,Yes,Level2,0,2,No,,Phone
995,Mr.,Caden,R,Gordon,AMEX,Network and computer systems administrator,male,19,Urban,Yes,5041,Bundle,No,,,,Yes,Standard,SMS
996,Ms.,Charlotte,H,Marsden,AMEX,,female,53,Rural,No,,,Yes,Level1,2,2,No,,Phone
997,Mr.,Max,F,Herbert,Visa,Library aide,male,68,Rural,No,,,Yes,Level1,1,0,No,,Phone
998,Mrs.,Ellie,M,Barker,AMEX,Power plant distributor,female,53,Rural,Yes,10530,Single,Yes,Level2,0,2,No,,Phone
999,Mr.,Ruaridh,N,Watt,AMEX,Decommissioning and decontamination (D&D) worker,male,18,Urban,Yes,5219,Bundle,No,,,,No,,Email
1000,Ms.,Chelsea,L,Atkinson,AMEX,,female,69,Urban,Yes,25838,Bundle,Yes,Level2,1,1,No,,Phone
1001,Mr.,Joel,C,Mackenzie,Visa,Automotive painter,male,21,Urban,Yes,28028,Bundle,No,,,,Yes,Premium,Email
1002,Mrs.,Sarah,N,Gibbons,Visa,Voice writer,female,47,Urban,Yes,35207,Single,Yes,Level2,0,3,No,,Phone
1004,Mrs.,Calleigh,A,Aitken,Visa,,female,23,Rural,Yes,23175,Bundle,No,,,,Yes,Backpacker,Email
1005,Mr.,Harley,A,Murphy,Visa,,male,42,Urban,Yes,35926,Bundle,Yes,Level1,1,3,Yes,Business,Phone
1006,Mr.,Matthew,G,McDonald,AMEX,Groomer,male,45,Urban,Yes,37549,Single,Yes,Level3,0,3,No,,Phone
1007,Ms.,Freya,L,Stevenson,,,female,46,Urban,No,,,Yes,Level3,1,2,Yes,Business,SMS
1008,Mr.,Conan,B,Robertson,AMEX,,male,46,Rural,No,,,Yes,Level2,1,2,Yes,Business,Phone
1009,Dr.,Amy,C,Walters,,Woodworking machine tender,female,48,Urban,Yes,38076,Single,Yes,Level2,0,3,Yes,Business,Email
1010,Mrs.,Daisy,A,Millar,Visa,Photographic process worker,female,21,Rural,Yes,4730,Bundle,Yes,Level2,2,0,Yes,Backpacker,SMS
1011,Ms.,Rihanna,P,Thomson,AMEX,Community support worker,female,68,Rural,Yes,26108,Single,Yes,Level3,1,1,Yes,Senior,Email
1012,Mrs.,Emily,F,Christie,AMEX,,female,53,Urban,Yes,29127,Single,No,,,,Yes,Standard,Email
1013,Mr.,Elliot,R,Gilbert,Visa,,male,20,Urban,Yes,26819,Bundle,No,,,,Yes,Backpacker,SMS
1014,Mr.,Zain,K,Muir,AMEX,,male,42,Urban,Yes,40027,Single,Yes,Level2,1,2,No,,Phone
1015,Mr.,Dominic,P,McIntyre,,Mental health social worker,male,54,Rural,Yes,12665,Single,Yes,Level2,1,2,No,,Phone
1016,Dr.,Paulina,N,Fleming,,Local transit bus driver,female,21,Urban,Yes,5057,Bundle,No,,,,Yes,Premium,Phone
1017,Ms.,Leah,K,Williams,Visa,Wellhead pumper,female,59,Rural,Yes,32077,Single,Yes,Level3,1,0,No,,Phone
1018,Mr.,Leland,M,Dickson,Visa,,male,21,Urban,Yes,5148,Bundle,No,,,,No,,SMS
1020,Mr.,Hayden,B,Andrews,Visa,,male,44,Rural,Yes,31293,Single,Yes,Level2,1,2,Yes,Standard,Phone
1021,Mrs.,Morgan,B,Farmer,AMEX,Nannie,female,44,Rural,Yes,26291,Single,Yes,Level2,0,2,No,,Email
1022,Mr.,Alasdair,C,Kelly,Visa,Mobile heavy equipment mechanic,male,46,Urban,Yes,36917,Single,Yes,Level3,1,2,Yes,Premium,Email
1023,Ms.,Sofia,D,Duffy,AMEX,Recreational vehicle service technician,female,50,Rural,Yes,12558,Single,No,,,,No,,Phone
1024,Mr.,Edward,A,Kay,Visa,Information technology trainer,male,49,Urban,Yes,32859,Single,Yes,Level2,1,3,No,,Phone
1025,Mrs.,Brooke,A,Miller,AMEX,Biomedical engineer,female,46,Urban,Yes,12557,Single,Yes,Level2,1,3,No,,Phone
1026,Mr.,Theodore,A,Taylor,Visa,Audio-visual collections specialist,male,47,Rural,Yes,39996,Single,Yes,Level2,1,3,No,,Email
1027,Mrs.,Tia,E,Perkins,Visa,Fitness worker,female,18,Urban,Yes,4908,Bundle,Yes,Level1,0,0,Yes,Premium,Email
1029,Mr.,Nico,C,Murphy,Visa,Press agent,male,44,Rural,Yes,14799,Single,Yes,Level2,1,2,Yes,Standard,Phone
1030,Mr.,Joey,G,White,AMEX,,male,50,Rural,No,,,Yes,Level2,0,2,No,,S
1031,Mrs.,Charlotte,B,Alexander,AMEX,Dean,female,24,Urban,Yes,25182,Bundle,No,,,,Yes,Business,Email
1032,Mr.,Callan,M,Moore,AMEX,,male,63,Rural,No,,,Yes,Level2,1,0,Yes,Senior,Phone
1033,Ms.,Ellie,F,Atkinson,AMEX,,female,45,Rural,No,,,No,,,,No,,Phone
1035,Mr.,Mason,L,Ball,AMEX,Amusement machine repairer,male,20,Urban,No,,,No,,,,Yes,Backpacker,SMS
1036,Mrs.,Madeleine,E,Brooks,Visa,,female,48,Urban,Yes,33448,Single,Yes,Level2,1,2,Yes,Business,Email
1038,Mr.,Alexander,S,Davis,,Instructional materials director,male,20,Urban,Yes,4919,Single,Yes,Level2,0,0,Yes,Backpacker,Email
1039,Mr.,Zak,G,Nicholson,,Assistant cook,male,48,Rural,Yes,8796,Single,Yes,Level2,1,2,Yes,Standard,Phone
1040,Mr.,Marc,M,Taylor,AMEX,,male,49,Urban,Yes,16454,Single,Yes,Level2,1,3,No,,Phone
1041,Mr.,Toby,S,Law,Visa,Placement counselor,male,49,Urban,Yes,13029,Single,Yes,Level1,1,2,Yes,Premium,Phone
